City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,tarfaya,27.9358,-12.9218,21.22,86,83,5.29,MA,1697090176
366,tazacorte,28.629,-17.9293,27.86,27,0,3.58,ES,1697090177
367,amga,60.8953,131.9608,8.88,91,94,4.92,RU,1697090177
368,kolokani,13.5728,-8.0339,23.97,77,91,2.91,ML,1697090177
369,barcelos,41.5388,-8.6151,18.8,49,68,1.74,PT,1697090044
370,qom,34.6401,50.8764,23.85,35,95,6.04,IR,1697090177
371,corinto,37.9407,22.9573,19.94,63,0,3.24,GR,1697090177
372,la passe,45.5549,-0.8967,12.13,68,52,1.94,FR,1697090178
373,yuzhno-kurilsk,44.0306,145.8556,12.99,70,31,1.91,RU,1697090178
374,sechura,-5.5569,-80.8222,19.56,84,50,3.69,PE,1697090178
375,thinadhoo,0.5333,72.9333,27.74,69,64,5.58,MV,1697090178
376,walvis bay,-22.9575,14.5053,13.94,74,0,4.18,NA,1697090178
377,trincomalee,8.5711,81.2335,28.92,72,100,2.85,LK,1697090179
378,slave lake,55.2834,-114.769,5.99,93,0,0.0,CA,1697090179
379,taseyevo,57.2169,94.8978,12.97,61,85,2.24,RU,1697090179
380,madimba,-10.4,40.3333,27.24,67,100,2.47,TZ,1697090179
381,viana do castelo,41.6932,-8.8329,18.34,57,75,2.67,PT,1697090179
382,coquimbo,-29.9533,-71.3436,11.85,87,0,1.54,CL,1697089996
383,changqing,36.5575,116.7272,22.2,41,100,2.69,CN,1697090180
384,zeya,53.75,127.2667,14.71,48,74,2.82,RU,1697090032
385,ebon,4.582,168.6964,29.19,67,16,0.36,MH,1697090180
386,yeraliyev,43.2,51.65,12.17,48,47,11.34,KZ,1697090180
387,pandan,14.0453,124.1694,29.73,70,82,2.59,PH,1697090180
388,palmer,42.1584,-72.3287,11.95,90,100,1.54,US,1697090180
389,dulmen,51.8333,7.3,16.47,87,100,3.05,DE,1697090181
390,el calafate,-50.3408,-72.2768,2.4,69,99,4.75,AR,1697090075
391,east london,-33.0153,27.9116,18.52,100,75,2.06,ZA,1697090181
392,cabedelo,-6.9811,-34.8339,24.37,86,9,4.51,BR,1697090181
393,haninge,59.1678,18.1448,9.84,78,49,3.13,SE,1697090182
394,okrika,4.7416,7.0849,24.96,92,100,1.18,NG,1697090182
395,carbonear,47.7332,-53.2148,13.01,95,100,1.54,CA,1697090182
396,arkhangel'sk,64.5401,40.5433,6.65,95,100,4.02,RU,1697090182
397,talas,38.6908,35.5538,6.37,76,0,2.57,TR,1697090182
398,portland,45.5234,-122.6762,14.99,90,100,2.57,US,1697089699
399,miandrivazo,-19.5167,45.4667,30.86,45,42,0.64,MG,1697090183
400,san antonio de pale,-1.4014,5.6325,25.19,85,100,4.05,GQ,1697090183
401,alo,7.4178,6.7371,24.13,97,100,0.8,NG,1697090183
402,kembe,4.6228,21.8865,21.49,96,100,0.8,CF,1697090183
403,tarko-sale,64.9225,77.785,1.67,83,100,2.24,RU,1697090184
404,whakatane,-37.9585,176.9854,18.06,72,40,2.24,NZ,1697090065
405,bontang,0.1333,117.5,29.43,67,87,5.2,ID,1697090184
406,fonte boa,-2.4959,-66.2662,24.46,84,98,1.31,BR,1697090184
407,taltal,-25.4,-70.4833,16.03,75,68,0.4,CL,1697089821
408,yanchep,-31.55,115.6833,26.68,34,0,4.6,AU,1697090184
409,kurchatov,51.6601,35.6521,7.23,60,94,10.23,RU,1697090185
410,natal,-5.795,-35.2094,25.12,88,40,3.6,BR,1697090185
411,hanceville,34.0607,-86.7675,16.48,95,100,3.31,US,1697090185
412,isiolo,0.3546,37.5822,26.22,39,56,0.93,KE,1697090185
413,manokwari,-0.8667,134.0833,29.17,71,81,4.24,ID,1697090185
414,san juan bautista,-14.0108,-75.7358,20.46,66,57,1.02,PE,1697090185
415,sol'-iletsk,51.1631,54.9918,6.68,52,9,3.73,RU,1697090186
416,bardai,11.65,7.2333,22.72,64,97,1.88,NG,1697090142
417,ta`u,-14.2336,-169.5144,27.32,83,28,7.09,AS,1697090186
418,muravlenko,63.7898,74.523,1.42,99,100,2.32,RU,1697089977
419,brookings,44.3114,-96.7984,10.1,67,0,6.17,US,1697090072
420,santa eularia des riu,38.9846,1.5341,23.27,90,20,1.03,ES,1697090186
421,humaita,-7.5061,-63.0208,25.72,74,76,0.29,BR,1697089918
422,erenhot,43.6475,111.9767,15.83,25,2,3.24,CN,1697090187
423,midvagur,62.0511,-7.1939,4.46,81,100,3.09,FO,1697090187
424,kangding,30.0513,101.9603,12.64,85,88,1.46,CN,1697090187
425,oranjestad,12.524,-70.027,28.97,87,20,7.72,AW,1697090187
426,khurai,24.0436,78.3319,32.0,32,0,2.81,IN,1697090188
427,uzundere,40.5301,41.5584,9.48,65,56,0.55,TR,1697090188
428,mbandaka,0.0487,18.2603,23.77,86,68,0.42,CD,1697090188
429,motygino,58.1831,94.7592,9.17,69,100,6.32,RU,1697090188
430,aleksandrovskoye,44.7142,43.0008,5.91,47,0,6.8,RU,1697090189
431,valley city,46.9233,-98.0032,4.29,100,0,3.6,US,1697090189
432,charters towers,-20.1,146.2667,31.86,21,97,5.61,AU,1697090189
433,san blas,21.5167,-105.2667,24.8,84,1,2.27,MX,1697090189
434,ghat,24.9647,10.1728,21.98,31,17,2.29,LY,1697090189
435,hinigaran,10.2667,122.9,29.55,73,83,3.27,PH,1697090189
436,mizdah,31.4451,12.9801,17.46,77,0,1.96,LY,1697090190
437,christchurch,-43.5333,172.6333,13.28,63,100,6.17,NZ,1697089854
438,gwanda,-20.9333,29.0,28.98,23,1,4.65,ZW,1697090190
439,edd,13.9297,41.6925,34.16,43,1,4.52,ER,1697090190
440,hunxe,51.65,6.7833,16.75,99,100,4.85,DE,1697090190
441,madalena,41.2162,-8.3345,18.03,79,30,1.58,PT,1697090191
442,soldanesti,47.8153,28.7967,11.0,65,21,6.85,MD,1697090191
443,guercif,34.2257,-3.3536,18.15,89,2,1.46,MA,1697090191
444,itaituba,-4.2761,-55.9836,26.72,51,43,1.47,BR,1697090191
445,tvoroyri,61.5556,-6.8111,7.0,68,100,5.01,FO,1697090191
446,turinsk,58.0458,63.696,3.88,67,96,4.02,RU,1697090191
447,karratha,-20.7377,116.8463,35.91,20,33,6.11,AU,1697090192
448,aswan,24.0934,32.907,23.61,40,0,3.6,EG,1697090192
449,oranjemund,-28.55,16.4333,16.17,68,97,3.11,NA,1697090093
450,puerto penasco,31.3167,-113.5333,26.82,61,0,3.48,MX,1697090192
451,airdrie,55.866,-3.9803,6.29,95,23,1.8,GB,1697090192
452,anapa,44.8908,37.3239,9.19,57,0,4.0,RU,1697090193
453,margate,51.3813,1.3862,16.84,95,100,0.89,GB,1697090086
454,acarau,-2.8856,-40.12,26.37,75,59,7.35,BR,1697090193
455,haapsalu,58.9431,23.5414,11.68,76,82,14.08,EE,1697090193
456,inirida,3.8653,-67.9239,22.97,96,22,0.88,CO,1697090194
457,nysa,50.4738,17.3344,17.61,55,100,6.26,PL,1697089777
458,coahuayana de hidalgo,18.7,-103.6583,24.05,93,76,1.49,MX,1697090194
459,susuman,62.7833,148.1667,-12.23,77,84,0.89,RU,1697090093
460,cidreira,-30.1811,-50.2056,16.23,93,100,8.55,BR,1697089927
461,diyarbakir,37.9158,40.2189,19.99,32,0,4.12,TR,1697090194
462,sumenep,-7.0167,113.8667,31.4,53,57,7.4,ID,1697090195
463,san julian,21.0167,-102.1667,13.14,90,75,3.07,MX,1697090195
464,page,36.9147,-111.4558,15.88,34,0,5.36,US,1697090195
465,monywa,22.1167,95.1333,29.77,73,95,3.77,MM,1697090195
466,las praderas,-3.3348,-79.7984,23.11,93,82,0.96,EC,1697090195
467,sabang,5.8933,95.3214,27.85,74,100,3.88,ID,1697090196
468,braganca,-1.0536,-46.7656,23.8,90,1,0.65,BR,1697090196
469,lospalos,-8.5186,127.0025,28.92,51,62,5.1,TL,1697090196
470,chabahar,25.2919,60.643,29.74,64,0,3.08,IR,1697090196
471,vertientes,21.2594,-78.1464,26.34,92,45,2.8,CU,1697090128
472,sao joao da barra,-21.6403,-41.0511,22.23,88,36,8.14,BR,1697090196
473,paragominas,-2.9667,-47.4833,21.67,98,29,0.95,BR,1697090197
474,okhotsk,59.3833,143.3,-0.49,57,100,1.76,RU,1697090026
475,labuan,5.2767,115.2417,32.2,70,20,0.51,MY,1697090197
476,kem',64.9555,34.5793,6.48,73,78,8.53,RU,1697090197
477,newman,37.3138,-121.0208,16.99,57,0,1.34,US,1697090109
478,barra dos coqueiros,-10.9089,-37.0386,23.01,88,75,5.14,BR,1697090197
479,severodvinsk,64.5635,39.8302,8.18,81,100,7.83,RU,1697090198
480,emerald,-23.5333,148.1667,33.88,100,9,3.26,AU,1697090198
481,tamanrasset,22.785,5.5228,20.95,26,40,3.6,DZ,1697090198
482,sovetskiy,61.3614,63.5842,1.05,80,16,2.24,RU,1697090198
483,lebu,-37.6167,-73.65,8.45,82,3,8.64,CL,1697090050
484,kone,-21.0595,164.8658,21.71,79,100,3.42,NC,1697090198
485,acapulco de juarez,16.8634,-99.8901,25.9,89,100,2.06,MX,1697090199
486,isla mujeres,21.2311,-86.731,30.09,85,100,8.43,MX,1697090199
487,point fortin,10.1833,-61.6833,25.5,78,6,4.92,TT,1697090199
488,cape coast,5.1053,-1.2466,24.44,93,56,3.47,GH,1697090199
489,lashio,22.9333,97.75,24.51,88,79,0.58,MM,1697090199
490,ciney,50.2945,5.1002,14.29,88,100,2.46,BE,1697090200
491,markivka,49.5229,39.5705,5.69,42,97,6.94,UA,1697090200
492,padangsidempuan,1.3667,99.2667,27.48,84,89,0.63,ID,1697090193
493,port macquarie,-31.4333,152.9167,24.94,63,2,8.03,AU,1697090129
494,nema,57.5067,50.5011,3.12,65,100,8.64,RU,1697090200
495,yelizovo,53.1873,158.3805,3.78,100,100,7.15,RU,1697090200
496,tokar,18.4254,37.729,32.51,57,48,5.22,SD,1697090085
497,bowen,-20.0167,148.2333,24.52,59,69,8.3,AU,1697090201
498,carnarvon,-24.8667,113.6333,26.76,47,28,8.76,AU,1697090201
499,burutu,5.3509,5.5076,24.63,95,100,1.34,NG,1697089909
500,mount hagen,-5.8581,144.2274,25.42,50,40,7.72,PG,1697090201
501,rio grande,-32.035,-52.0986,10.53,74,100,7.77,BR,1697090036
502,myeik,12.4333,98.6,30.27,68,99,0.63,MM,1697090202
503,gantang,26.92,119.6333,26.64,55,48,0.64,CN,1697090202
504,kujang-up,39.8672,126.0303,20.77,39,7,1.46,KP,1697090202
505,burang,30.25,81.1667,10.86,12,0,1.81,CN,1697090202
506,santo amaro da imperatriz,-27.6881,-48.7786,21.56,84,100,0.87,BR,1697090202
507,terrace,54.5163,-128.6035,9.95,100,75,1.03,CA,1697090203
508,aldama,22.9167,-98.0667,23.61,83,78,1.39,MX,1697090203
509,shanga,11.2106,4.5788,25.24,78,49,1.7,NG,1697090203
510,caleta de carquin,-11.0925,-77.6267,18.32,87,96,4.47,PE,1697090203
511,taro,-8.3862,115.28,28.0,53,16,1.41,ID,1697090203
512,soio,-6.1349,12.3689,24.98,86,100,3.47,AO,1697090203
513,kingston,17.997,-76.7936,29.53,81,20,4.12,JM,1697089924
514,puerto aysen,-45.4,-72.7,1.21,98,68,1.36,CL,1697090204
515,hinton,53.4001,-117.5857,6.95,95,100,1.27,CA,1697090204
516,ibaiti,-23.8486,-50.1878,18.41,91,95,0.52,BR,1697090204
517,port-gentil,-0.7193,8.7815,25.98,89,40,3.6,GA,1697090204
518,selfoss,63.9331,-20.9971,2.8,93,100,4.29,IS,1697090204
519,zykovo,55.9519,93.1461,14.23,56,86,2.68,RU,1697090205
520,antalaha,-14.9003,50.2788,26.43,60,22,2.99,MG,1697090123
521,lisakovsk,52.5369,62.4936,6.2,52,0,6.84,KZ,1697090205
522,papao,-17.75,-149.55,26.82,80,5,8.48,PF,1697090205
523,ciudad lazaro cardenas,17.9583,-102.2,24.49,91,68,1.9,MX,1697089915
524,ouadda,8.0777,22.4007,20.79,94,100,2.3,CF,1697090205
525,vallenar,-28.5708,-70.7581,16.56,39,0,0.68,CL,1697090206
526,guerrero negro,27.9769,-114.0611,19.32,73,18,7.26,MX,1697090153
527,hotan,37.0997,79.9269,22.34,17,0,2.17,CN,1697090206
528,las palmas,28.4204,-14.0131,20.44,88,0,3.6,ES,1697090206
529,uturoa,-16.7333,-151.4333,26.3,80,17,8.37,PF,1697090206
530,smithers,54.7804,-127.1743,5.18,100,75,0.0,CA,1697090207
531,hovd,48.0056,91.6419,14.09,31,7,2.06,MN,1697090207
532,monteforte d'alpone,45.4173,11.2837,17.02,71,6,0.9,IT,1697090207
533,sinop,41.7711,34.8709,10.07,71,15,3.11,TR,1697090207
534,recco,44.3623,9.1435,21.35,88,64,2.04,IT,1697090207
535,oldenzaal,52.3,6.9333,12.74,92,100,0.89,NL,1697090208
536,arraial do cabo,-22.9661,-42.0278,21.92,90,4,11.17,BR,1697090208
537,santo domingo,18.5001,-69.9886,27.8,82,80,0.89,DO,1697090200
538,palasa,18.7667,84.4167,31.37,58,33,1.43,IN,1697090208
539,bamboo flat,11.7,92.7167,30.05,79,40,2.57,IN,1697090208
540,saynshand,44.8824,110.1163,13.89,29,3,1.5,MN,1697090208
541,svobodnyy,51.4,128.1333,17.29,38,14,6.26,RU,1697090209
542,shiguai,40.7058,110.2856,15.37,39,100,2.14,CN,1697090209
543,verkhnevilyuysk,63.4453,120.3167,6.08,54,84,5.81,RU,1697090209
544,aurich,53.4667,7.4833,13.3,91,100,2.06,DE,1697090209
545,mejit,10.2753,170.8646,28.02,74,89,5.47,MH,1697090127
546,merowe,18.4833,31.8167,32.61,23,73,8.01,SD,1697090210
547,vilhena,-12.7406,-60.1458,23.53,64,24,0.63,BR,1697089975
548,priyutnoye,46.1011,43.5072,7.23,51,0,4.18,RU,1697090210
549,lubang,13.8584,120.124,28.86,77,100,5.75,PH,1697090210
550,tateyama,34.9833,139.8667,21.31,60,28,4.5,JP,1697090210
551,waddan,29.1614,16.139,19.97,66,0,2.3,LY,1697090211
552,lionel town,17.8101,-77.2406,29.94,86,67,3.75,JM,1697090211
553,rongelap,11.1635,166.8941,28.44,78,68,6.18,MH,1697090211
554,vif,45.05,5.6667,17.02,49,23,2.2,FR,1697090211
555,namibe,-15.1961,12.1522,19.99,84,93,1.94,AO,1697090063
556,banting,2.8167,101.5,34.2,62,97,2.31,MY,1697090212
557,leer,53.2316,7.461,12.75,98,100,2.2,DE,1697090212
558,prince george,53.9166,-122.753,9.79,88,100,1.03,CA,1697090212
559,dryden,49.7833,-92.7503,6.16,87,40,2.57,CA,1697089979
560,tashtagol,52.7657,87.8894,14.31,62,70,0.54,RU,1697089992
561,joypur hat,25.0943,89.0217,31.68,56,0,1.98,BD,1697090212
562,saint-philippe,-21.3585,55.7679,26.17,61,79,0.83,RE,1697090021
563,la ronge,55.1001,-105.2842,10.14,76,0,4.12,CA,1697090213
564,mangrol,21.1167,70.1167,29.43,65,3,2.31,IN,1697090213
565,labytnangi,66.6572,66.4183,1.58,83,95,1.57,RU,1697090213
566,akot,21.0964,77.0586,32.08,42,46,1.89,IN,1697090213
567,puerto san jose,13.9256,-90.8244,25.75,86,99,1.79,GT,1697090213
568,malaryta,51.7905,24.074,14.86,65,100,8.0,BY,1697090214
569,hammerfest,70.6634,23.6821,-1.75,80,20,3.09,NO,1697090214
570,port augusta,-32.5,137.7667,19.11,41,0,10.05,AU,1697090072
571,jayapura,-2.5333,140.7,33.66,71,72,3.41,ID,1697090214
572,tangalle,6.024,80.7911,28.09,78,98,5.45,LK,1697090214
573,shingu,33.7333,135.9833,21.93,66,15,3.44,JP,1697090215
574,nova vicosa,-17.8919,-39.3719,21.95,84,8,3.2,BR,1697090215
575,antsiranana,-12.2787,49.2917,28.42,47,20,6.17,MG,1697090215
